"Suite name","Test name","Test number","Lsl","Lsl_typ","Usl_typ","Usl","Units","Lsl","Lsl_typ","Usl_typ","Usl","Units","Bin_s_num","Bin_s_name","Bin_h_num","Bin_h_name","Bin_type","Bin_reprobe","Bin_overon","Test_remarks"
"Test mode","","","FT","FT","FT","FT","FT","QA","QA","QA","QA","QA","","","","","","","",""
RX_4G20M_B7_MRX_HB6_2RX_IDD,VDD1P85_TXVCO,50050007,-5,GE,LE,300,mA,,,,,,5005,RX_4G20M_B7_MRX_HB6_2RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_2RX_IDD,I_PowUp,50050008,10,GE,LE,300,mA,,,,,,5005,RX_4G20M_B7_MRX_HB6_2RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD2P4_BIAS,50060000,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD1P85_TXRF_2,50060001,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD1P85_RXVCO,50060002,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD1P29_RX,50060003,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD2P4_RX1VCO,50060004,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD1P8_IO,50060005,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD1P29_TX,50060006,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,VDD1P85_TXVCO,50060007,-5,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_4G20M_B7_MRX_HB6_4RX_IDD,I_PowUp,50060008,10,GE,LE,300,mA,,,,,,5006,RX_4G20M_B7_MRX_HB6_4RX_IDD_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_DRX_HB4,DCOS_UNCAL_I,50070000,-500,GE,LE,500,mV,,,,,,5007,RX_DCOS_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_DRX_HB4,DCOS_UNCAL_Q,50070001,-500,GE,LE,500,mV,,,,,,5007,RX_DCOS_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_DRX_HB4,DCOS_CAL_I,50070002,-25,GE,LE,25,mV,,,,,,5007,RX_DCOS_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_DRX_HB4,DCOS_CAL_Q,50070003,-25,GE,LE,25,mV,,,,,,5007,RX_DCOS_B1_DRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_TXFB_1,DCOS_UNCAL_I,50080000,-500,GE,LE,500,mV,,,,,,5008,RX_DCOS_B1_TXFB_1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_TXFB_1,DCOS_UNCAL_Q,50080001,-500,GE,LE,500,mV,,,,,,5008,RX_DCOS_B1_TXFB_1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_TXFB_1,DCOS_CAL_I,50080002,-25,GE,LE,25,mV,,,,,,5008,RX_DCOS_B1_TXFB_1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B1_TXFB_1,DCOS_CAL_Q,50080003,-25,GE,LE,25,mV,,,,,,5008,RX_DCOS_B1_TXFB_1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_DRX_HB1,DCOS_UNCAL_I,50090000,-500,GE,LE,500,mV,,,,,,5009,RX_DCOS_B11_DRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_DRX_HB1,DCOS_UNCAL_Q,50090001,-500,GE,LE,500,mV,,,,,,5009,RX_DCOS_B11_DRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_DRX_HB1,DCOS_CAL_I,50090002,-25,GE,LE,25,mV,,,,,,5009,RX_DCOS_B11_DRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_DRX_HB1,DCOS_CAL_Q,50090003,-25,GE,LE,25,mV,,,,,,5009,RX_DCOS_B11_DRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1,DCOS_UNCAL_I,50100000,-500,GE,LE,500,mV,,,,,,5010,RX_DCOS_B11_MRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1,DCOS_UNCAL_Q,50100001,-500,GE,LE,500,mV,,,,,,5010,RX_DCOS_B11_MRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1,DCOS_CAL_I,50100002,-25,GE,LE,25,mV,,,,,,5010,RX_DCOS_B11_MRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1,DCOS_CAL_Q,50100003,-25,GE,LE,25,mV,,,,,,5010,RX_DCOS_B11_MRX_HB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_CAL,CALMIN_I,50110000,-800,GE,LE,-300,mV,,,,,,5011,RX_DCOS_B11_MRX_HB1_CAL_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_CAL,CALMIN_Q,50110001,-800,GE,LE,-300,mV,,,,,,5011,RX_DCOS_B11_MRX_HB1_CAL_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_CAL,CALMAX_I,50110002,300,GE,LE,800,mV,,,,,,5011,RX_DCOS_B11_MRX_HB1_CAL_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_CAL,CALMAX_Q,50110003,300,GE,LE,800,mV,,,,,,5011,RX_DCOS_B11_MRX_HB1_CAL_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_CAL,DCOS_DIFF_I,50110004,500,GE,LE,1600,mV,,,,,,5011,RX_DCOS_B11_MRX_HB1_CAL_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_CAL,DCOS_DIFF_Q,50110005,500,GE,LE,1600,mV,,,,,,5011,RX_DCOS_B11_MRX_HB1_CAL_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_DIFF,CALMIN_I,50120000,300,GE,LE,800,mV,,,,,,5012,RX_DCOS_B11_MRX_HB1_DIFF_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_DIFF,CALMIN_Q,50120001,300,GE,LE,800,mV,,,,,,5012,RX_DCOS_B11_MRX_HB1_DIFF_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_DIFF,CALMAX_I,50120002,-800,GE,LE,-300,mV,,,,,,5012,RX_DCOS_B11_MRX_HB1_DIFF_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_DIFF,CALMAX_Q,50120003,-800,GE,LE,-300,mV,,,,,,5012,RX_DCOS_B11_MRX_HB1_DIFF_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_DIFF,DCOS_DIFF_I,50120004,-1600,GE,LE,-500,mV,,,,,,5012,RX_DCOS_B11_MRX_HB1_DIFF_FAILED,5,RX_FAILED,,,,
RX_DCOS_B11_MRX_HB1_DIFF,DCOS_DIFF_Q,50120005,-1600,GE,LE,-500,mV,,,,,,5012,RX_DCOS_B11_MRX_HB1_DIFF_FAILED,5,RX_FAILED,,,,
RX_DCOS_B12_DRX_LB6,DCOS_UNCAL_I,50130000,-500,GE,LE,500,mV,,,,,,5013,RX_DCOS_B12_DRX_LB6_FAILED,5,RX_FAILED,,,,
RX_DCOS_B12_DRX_LB6,DCOS_UNCAL_Q,50130001,-500,GE,LE,500,mV,,,,,,5013,RX_DCOS_B12_DRX_LB6_FAILED,5,RX_FAILED,,,,
RX_DCOS_B12_DRX_LB6,DCOS_CAL_I,50130002,-25,GE,LE,25,mV,,,,,,5013,RX_DCOS_B12_DRX_LB6_FAILED,5,RX_FAILED,,,,
RX_DCOS_B12_DRX_LB6,DCOS_CAL_Q,50130003,-25,GE,LE,25,mV,,,,,,5013,RX_DCOS_B12_DRX_LB6_FAILED,5,RX_FAILED,,,,
RX_DCOS_B2_MRX_HB4,DCOS_UNCAL_I,50140000,-500,GE,LE,500,mV,,,,,,5014,RX_DCOS_B2_MRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B2_MRX_HB4,DCOS_UNCAL_Q,50140001,-500,GE,LE,500,mV,,,,,,5014,RX_DCOS_B2_MRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B2_MRX_HB4,DCOS_CAL_I,50140002,-25,GE,LE,25,mV,,,,,,5014,RX_DCOS_B2_MRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B2_MRX_HB4,DCOS_CAL_Q,50140003,-25,GE,LE,25,mV,,,,,,5014,RX_DCOS_B2_MRX_HB4_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB2,DCOS_UNCAL_I,50150000,-500,GE,LE,500,mV,,,,,,5015,RX_DCOS_B20_DRX_LB2_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB2,DCOS_UNCAL_Q,50150001,-500,GE,LE,500,mV,,,,,,5015,RX_DCOS_B20_DRX_LB2_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB2,DCOS_CAL_I,50150002,-25,GE,LE,25,mV,,,,,,5015,RX_DCOS_B20_DRX_LB2_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB2,DCOS_CAL_Q,50150003,-25,GE,LE,25,mV,,,,,,5015,RX_DCOS_B20_DRX_LB2_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB3,DCOS_UNCAL_I,50160000,-500,GE,LE,500,mV,,,,,,5016,RX_DCOS_B20_DRX_LB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB3,DCOS_UNCAL_Q,50160001,-500,GE,LE,500,mV,,,,,,5016,RX_DCOS_B20_DRX_LB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB3,DCOS_CAL_I,50160002,-25,GE,LE,25,mV,,,,,,5016,RX_DCOS_B20_DRX_LB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B20_DRX_LB3,DCOS_CAL_Q,50160003,-25,GE,LE,25,mV,,,,,,5016,RX_DCOS_B20_DRX_LB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B23_MRX_HB5,DCOS_UNCAL_I,50170000,-500,GE,LE,500,mV,,,,,,5017,RX_DCOS_B23_MRX_HB5_FAILED,5,RX_FAILED,,,,
RX_DCOS_B23_MRX_HB5,DCOS_UNCAL_Q,50170001,-500,GE,LE,500,mV,,,,,,5017,RX_DCOS_B23_MRX_HB5_FAILED,5,RX_FAILED,,,,
RX_DCOS_B23_MRX_HB5,DCOS_CAL_I,50170002,-25,GE,LE,25,mV,,,,,,5017,RX_DCOS_B23_MRX_HB5_FAILED,5,RX_FAILED,,,,
RX_DCOS_B23_MRX_HB5,DCOS_CAL_Q,50170003,-25,GE,LE,25,mV,,,,,,5017,RX_DCOS_B23_MRX_HB5_FAILED,5,RX_FAILED,,,,
RX_DCOS_B25_MRX_HB3,DCOS_UNCAL_I,50180000,-500,GE,LE,500,mV,,,,,,5018,RX_DCOS_B25_MRX_HB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B25_MRX_HB3,DCOS_UNCAL_Q,50180001,-500,GE,LE,500,mV,,,,,,5018,RX_DCOS_B25_MRX_HB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B25_MRX_HB3,DCOS_CAL_I,50180002,-25,GE,LE,25,mV,,,,,,5018,RX_DCOS_B25_MRX_HB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B25_MRX_HB3,DCOS_CAL_Q,50180003,-25,GE,LE,25,mV,,,,,,5018,RX_DCOS_B25_MRX_HB3_FAILED,5,RX_FAILED,,,,
RX_DCOS_B26_MRX_LB1,DCOS_UNCAL_I,50190000,-500,GE,LE,500,mV,,,,,,5019,RX_DCOS_B26_MRX_LB1_FAILED,5,RX_FAILED,,,,
RX_DCOS_B26_MRX_LB1,DCOS_UNCAL_Q,50190001,-500,GE,LE,500,mV,,,,,,5019,RX_DCOS_B26_MRX_LB1_FAILED,5,RX_FAILED,,,,
